clave_propuesta,archivo,linea,tipo,texto_original,texto_con_marcadores,tiene_interpolacion,duplicado_de_n_sitios
licenses-view.todos-firmwares-su-bootloader-dual-boot,studio/AuraStudio/Sources/AuraStudio/Views/LicensesView.swift,45,Text,"Todos los firmwares, su bootloader dual-boot y la herramienta de flasheo mks5lboot derivan del proyecto Rockbox (GPL v2). Aura Studio no modifica ninguno de esos binarios.","Todos los firmwares, su bootloader dual-boot y la herramienta de flasheo mks5lboot derivan del proyecto Rockbox (GPL v2). Aura Studio no modifica ninguno de esos binarios.",no,
licenses-view.version-incluida,studio/AuraStudio/Sources/AuraStudio/Views/LicensesView.swift,76,Text,Versión incluida: \(tag),Versión incluida: %@,sí,
licenses-view.version-incluida-no-registrada-esta-buil,studio/AuraStudio/Sources/AuraStudio/Views/LicensesView.swift,81,Text,Versión incluida: no registrada en esta build,Versión incluida: no registrada en esta build,no,
media-info-view.archivo,studio/AuraStudio/Sources/AuraStudio/Views/MediaInfoView.swift,244,Text,Archivo,Archivo,no,
media-info-view.categoria,studio/AuraStudio/Sources/AuraStudio/Views/MediaInfoView.swift,228,Text,Categoría,Categoría,no,2
media-info-view.categoria,studio/AuraStudio/Sources/AuraStudio/Views/MediaInfoView.swift,229,Picker,Categoría,Categoría,no,2
media-info-view.informacion,studio/AuraStudio/Sources/AuraStudio/Views/MediaInfoView.swift,203,Text,Información,Información,no,
media-info-view.letra-opcional,studio/AuraStudio/Sources/AuraStudio/Views/MediaInfoView.swift,185,Text,Letra (opcional),Letra (opcional),no,
media-info-view.mas-informacion,studio/AuraStudio/Sources/AuraStudio/Views/MediaInfoView.swift,128,Text,Más información,Más información,no,
media-info-view.nombre-destino-ipod-se-arma-con,studio/AuraStudio/Sources/AuraStudio/Views/MediaInfoView.swift,219,Text,El nombre de destino en el iPod se arma con estos tres campos -- cambiarlos y sincronizar de nuevo reagrupa el episodio en Movie Flow.,El nombre de destino en el iPod se arma con estos tres campos -- cambiarlos y sincronizar de nuevo reagrupa el episodio en Movie Flow.,no,
media-info-view.se-guarda-junto-cancion-se-muestra,studio/AuraStudio/Sources/AuraStudio/Views/MediaInfoView.swift,190,Text,Se guarda junto a la canción y se muestra en pantalla mientras suena en el iPod.,Se guarda junto a la canción y se muestra en pantalla mientras suena en el iPod.,no,
media-info-view.se-sincroniza-con-ipod-misma-calificacio,studio/AuraStudio/Sources/AuraStudio/Views/MediaInfoView.swift,153,Text,"Se sincroniza con el iPod: la misma calificación que se elige acá o en ""Ahora suena"" del aparato.","Se sincroniza con el iPod: la misma calificación que se elige acá o en ""Ahora suena"" del aparato.",no,
media-info-view.titulo-artista-album-son-obligatorios-pa,studio/AuraStudio/Sources/AuraStudio/Views/MediaInfoView.swift,176,Label,"Título, artista y álbum son obligatorios para sincronizar.","Título, artista y álbum son obligatorios para sincronizar.",no,
media-section-view.aura-studio-ahora-lee-mejor-etiquetas,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,520,Text,Aura Studio ahora lee mejor las etiquetas de tus archivos. ¿Quieres volver a leer las \(count) canción(es) de tu biblioteca?,Aura Studio ahora lee mejor las etiquetas de tus archivos. ¿Quieres volver a leer las %lld canción(es) de tu biblioteca?,sí,
media-section-view.busca-poster-tmdb-fanart-tv-necesita,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1070,.help,Busca el póster en TMDB y fanart.tv (necesita la API key de TMDB en Ajustes › Servicios) y lo copia junto al video en el iPod,Busca el póster en TMDB y fanart.tv (necesita la API key de TMDB en Ajustes › Servicios) y lo copia junto al video en el iPod,no,
media-section-view.buscar-caratulas-albumes,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1009,Button,Buscar carátulas de \(coverRequests.count) álbumes...,Buscar carátulas de %lld álbumes...,sí,
media-section-view.buscar-letra,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1013,Button,Buscar letra,Buscar letra,no,
media-section-view.buscar-poster-linea,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1065,Button,Buscar póster en línea,Buscar póster en línea,no,5
media-section-view.buscar-poster-linea,studio/AuraStudio/Sources/AuraStudio/Views/MoviesView.swift,387,Button,Buscar póster en línea,Buscar póster en línea,no,5
media-section-view.buscar-poster-linea,studio/AuraStudio/Sources/AuraStudio/Views/MoviesView.swift,429,Button,Buscar póster en línea,Buscar póster en línea,no,5
media-section-view.buscar-poster-linea,studio/AuraStudio/Sources/AuraStudio/Views/SeriesView.swift,386,Button,Buscar póster en línea,Buscar póster en línea,no,5
media-section-view.buscar-poster-linea,studio/AuraStudio/Sources/AuraStudio/Views/SeriesView.swift,497,Button,Buscar póster en línea,Buscar póster en línea,no,5
media-section-view.cambiar-categoria,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1079,Menu,Cambiar categoría,Cambiar categoría,no,6
media-section-view.cambiar-categoria,studio/AuraStudio/Sources/AuraStudio/Views/MoviesView.swift,432,Menu,Cambiar categoría,Cambiar categoría,no,6
media-section-view.cambiar-categoria,studio/AuraStudio/Sources/AuraStudio/Views/PhotoAlbumsView.swift,383,Menu,Cambiar categoría,Cambiar categoría,no,6
media-section-view.cambiar-categoria,studio/AuraStudio/Sources/AuraStudio/Views/PhotoAlbumsView.swift,520,Menu,Cambiar categoría,Cambiar categoría,no,6
media-section-view.cambiar-categoria,studio/AuraStudio/Sources/AuraStudio/Views/SeriesView.swift,464,Menu,Cambiar categoría,Cambiar categoría,no,6
media-section-view.cambiar-categoria,studio/AuraStudio/Sources/AuraStudio/Views/SeriesView.swift,500,Menu,Cambiar categoría,Cambiar categoría,no,6
media-section-view.cambiar-nombre,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1090,Button,Cambiar nombre...,Cambiar nombre...,no,
media-section-view.cambiar-nombre-2,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1398,Text,Cambiar nombre,Cambiar nombre,no,
media-section-view.cola,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,839,Text,En cola,En cola,no,
media-section-view.como-quieres-llamar-al-album-que,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1435,Text,¿Cómo quieres llamar al álbum que incluirá estas fotos?,¿Cómo quieres llamar al álbum que incluirá estas fotos?,no,
media-section-view.con-cambios,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,888,Label,Con cambios,Con cambios,no,
media-section-view.crear-album,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1444,Button,Crear álbum,Crear álbum,no,
media-section-view.editar,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,328,Label,Editar,Editar,no,
media-section-view.editar-metadata-letra-cancion-selecciona,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,331,.help,Editar metadata y letra de la canción seleccionada,Editar metadata y letra de la canción seleccionada,no,
media-section-view.elegir-que-columnas-mostrar,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,490,.help,Elegir qué columnas mostrar,Elegir qué columnas mostrar,no,
media-section-view.eliminar-caratula,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1022,Button,Eliminar carátula,Eliminar carátula,no,
media-section-view.este-archivo-cambio-ipod-fuera-aura,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,893,.help,Este archivo cambió en el iPod fuera de Aura Studio. La próxima vez que sincronices podrás elegir si lo conservas o lo reemplazas con la versión de tu biblioteca.,Este archivo cambió en el iPod fuera de Aura Studio. La próxima vez que sincronices podrás elegir si lo conservas o lo reemplazas con la versión de tu biblioteca.,no,
media-section-view.filtrar-ordenar-elegir-columnas-tambien,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,768,.help,"Filtrar, ordenar y elegir columnas (también con clic derecho sobre los encabezados)","Filtrar, ordenar y elegir columnas (también con clic derecho sobre los encabezados)",no,
media-section-view.imagen-es-tu-biblioteca-parecen-caratula,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,568,Text,"\(count) imagen(es) de tu biblioteca parecen carátulas de álbum, no fotos. ¿Quieres revisarlas?","%lld imagen(es) de tu biblioteca parecen carátulas de álbum, no fotos. ¿Quieres revisarlas?",sí,
media-section-view.importar,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1491,Button,Importar,Importar,no,
media-section-view.importar-fotos,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1480,Text,Importar fotos,Importar fotos,no,
media-section-view.marcar-como-favorito,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1036,Button,Marcar como favorito,Marcar como favorito,no,
media-section-view.modificado-ipod,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,891,Label,Modificado en el iPod,Modificado en el iPod,no,
media-section-view.nombrar-album,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1434,Text,Nombrar álbum,Nombrar álbum,no,
media-section-view.obtener-informacion,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1101,Button,Obtener información...,Obtener información...,no,
media-section-view.para-convertir-videos-al-formato-ipod,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,548,Text,"Para convertir videos al formato del iPod hace falta ffmpeg. Instálalo con Homebrew (""brew install ffmpeg"") y vuelve a intentar.","Para convertir videos al formato del iPod hace falta ffmpeg. Instálalo con Homebrew (""brew install ffmpeg"") y vuelve a intentar.",no,
media-section-view.pendiente,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,885,Label,Pendiente,Pendiente,no,
media-section-view.quitado-ipod,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,895,Label,Quitado del iPod,Quitado del iPod,no,
media-section-view.quitar-favoritos,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1040,Button,Quitar de favoritos,Quitar de favoritos,no,
media-section-view.quitar-poster,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1071,Button,Quitar póster,Quitar póster,no,
media-section-view.revisar,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,574,Button,Revisar,Revisar,no,2
media-section-view.revisar,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,864,Label,Revisar,Revisar,no,2
media-section-view.se-quito-ipod-fuera-aura-studio,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,897,.help,"Se quitó del iPod fuera de Aura Studio -- no se vuelve a copiar solo. Usa ""Sincronizar la selección"" en el menú contextual para volver a copiarlo.","Se quitó del iPod fuera de Aura Studio -- no se vuelve a copiar solo. Usa ""Sincronizar la selección"" en el menú contextual para volver a copiarlo.",no,
media-section-view.seleccionar-canciones-mismo-album,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1049,Button,Seleccionar canciones del mismo álbum,Seleccionar canciones del mismo álbum,no,
media-section-view.seleccionar-canciones-mismo-artista,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1054,Button,Seleccionar canciones del mismo artista,Seleccionar canciones del mismo artista,no,
media-section-view.sin-album,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1442,Button,Sin álbum,Sin álbum,no,
media-section-view.sincronizado,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,882,Label,Sincronizado,Sincronizado,no,
media-section-view.sincronizar-seleccion,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1114,Button,Sincronizar la selección,Sincronizar la selección,no,
media-section-view.solo-favoritos,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,756,Label,Solo favoritos,Solo favoritos,no,
media-section-view.tipo,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1481,Picker,Tipo,Tipo,no,2
media-section-view.tipo,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,132,Picker,Tipo,Tipo,no,2
media-section-view.volver-intentar,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,551,Button,Volver a intentar,Volver a intentar,no,
media-section-view.volver-leer,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,526,Button,Volver a leer,Volver a leer,no,
media-section-view.volver-leer-etiquetas-archivo,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1016,Button,Volver a leer etiquetas del archivo,Volver a leer etiquetas del archivo,no,
media-section-view.vuelve-leer-titulo-artista-album-ano,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1021,.help,"Vuelve a leer título, artista, álbum, año, género, autor, N.º de pista y carátula directamente del archivo original","Vuelve a leer título, artista, álbum, año, género, autor, N.º de pista y carátula directamente del archivo original",no,
movies-view.ordenar-peliculas,studio/AuraStudio/Sources/AuraStudio/Views/MoviesView.swift,244,.help,Ordenar las películas,Ordenar las películas,no,
movies-view.peliculas,studio/AuraStudio/Sources/AuraStudio/Views/MoviesView.swift,122,.navigationTitle,Películas,Películas,no,2
movies-view.peliculas,studio/AuraStudio/Sources/AuraStudio/Views/MoviesView.swift,360,Label,Películas,Películas,no,2
music-settings-view.agregar,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,101,Button,Agregar,Agregar,no,3
music-settings-view.agregar,studio/AuraStudio/Sources/AuraStudio/Views/PhotoSettingsView.swift,64,Button,Agregar,Agregar,no,3
music-settings-view.agregar,studio/AuraStudio/Sources/AuraStudio/Views/PlaylistsView.swift,229,Text,Agregar,Agregar,no,3
music-settings-view.agrupar-colaboraciones-bajo-artista-prin,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,78,Toggle,Agrupar las colaboraciones bajo el artista principal,Agrupar las colaboraciones bajo el artista principal,no,
music-settings-view.artista-album-recomendado,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,15,Text,Artista / Álbum (recomendado),Artista / Álbum (recomendado),no,
music-settings-view.artistas-invitados,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,77,Text,Artistas invitados,Artistas invitados,no,
music-settings-view.calidad-audio,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,47,Text,Calidad de audio,Calidad de audio,no,2
music-settings-view.calidad-audio,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,48,Picker,Calidad de audio,Calidad de audio,no,2
music-settings-view.carpetas,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,13,Text,Carpetas,Carpetas,no,2
music-settings-view.carpetas,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,14,Picker,Carpetas,Carpetas,no,2
music-settings-view.comprimir-mp3-buena-calidad,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,50,Text,Comprimir a MP3 de buena calidad,Comprimir a MP3 de buena calidad,no,
music-settings-view.excepciones,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,91,Text,Excepciones,Excepciones,no,
music-settings-view.gorillaz-feat-soul-se-agrupa-junto,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,80,Text,«Gorillaz feat. De La Soul» se agrupa junto a «Gorillaz»: un solo artista en la lista y una sola foto. Los créditos completos NO se modifican -- se siguen viendo en la tabla de canciones y en «Más información».,«Gorillaz feat. De La Soul» se agrupa junto a «Gorillaz»: un solo artista en la lista y una sola foto. Los créditos completos NO se modifican -- se siguen viendo en la tabla de canciones y en «Más información».,no,
music-settings-view.mantener-formato-original-recomendado,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,49,Text,Mantener formato original (recomendado),Mantener formato original (recomendado),no,
music-settings-view.nombre-archivo,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,30,Text,Nombre del archivo,Nombre del archivo,no,2
music-settings-view.nombre-archivo,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,31,Picker,Nombre del archivo,Nombre del archivo,no,2
music-settings-view.nombres-que-no-se-deben-recortar,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,93,Text,"Nombres que no se deben recortar aunque traigan un separador, como «Simon + Garfunkel» o «Café con Leche».","Nombres que no se deben recortar aunque traigan un separador, como «Simon + Garfunkel» o «Café con Leche».",no,
music-settings-view.numero-pista-titulo,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,33,Text,Número de pista y título,Número de pista y título,no,
music-settings-view.quitar-excepciones,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,119,.help,Quitar «\(name)» de las excepciones,Quitar «%@» de las excepciones,sí,
music-settings-view.separadores-que-agrupan-vs-versus-nunca,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,84,Text,"Separadores que agrupan: . «vs.» y «versus» nunca agrupan, porque ahí la colaboración tiene nombre propio.","Separadores que agrupan: . «vs.» y «versus» nunca agrupan, porque ahí la colaboración tiene nombre propio.",no,
music-settings-view.solo-album,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,16,Text,Solo álbum,Solo álbum,no,
music-settings-view.solo-artista,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,17,Text,Solo artista,Solo artista,no,
music-settings-view.solo-titulo-recomendado,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,32,Text,Solo el título (recomendado),Solo el título (recomendado),no,
music-settings-view.titulo-album,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,35,Text,Título - Álbum,Título - Álbum,no,
music-settings-view.titulo-artista,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,34,Text,Título - Artista,Título - Artista,no,
music-settings-view.todavia-no-hay-excepciones,studio/AuraStudio/Sources/AuraStudio/Views/MusicSettingsView.swift,105,Text,Todavía no hay excepciones.,Todavía no hay excepciones.,no,
music-view-options-view.arrastra-para-cambiar-orden-titulo-siemp,studio/AuraStudio/Sources/AuraStudio/Views/MusicViewOptionsView.swift,99,Text,"Arrastra para cambiar el orden. ""Título"" siempre va primero.","Arrastra para cambiar el orden. ""Título"" siempre va primero.",no,
music-view-options-view.ascendente,studio/AuraStudio/Sources/AuraStudio/Views/MusicViewOptionsView.swift,64,Text,Ascendente,Ascendente,no,
music-view-options-view.descendente,studio/AuraStudio/Sources/AuraStudio/Views/MusicViewOptionsView.swift,65,Text,Descendente,Descendente,no,
music-view-options-view.mostrar-solo-favoritos,studio/AuraStudio/Sources/AuraStudio/Views/MusicViewOptionsView.swift,74,Toggle,Mostrar solo favoritos,Mostrar solo favoritos,no,
music-view-options-view.opciones-visualizacion,studio/AuraStudio/Sources/AuraStudio/Views/MusicViewOptionsView.swift,15,Text,Opciones de visualización,Opciones de visualización,no,
music-view-options-view.orden-columnas,studio/AuraStudio/Sources/AuraStudio/Views/MusicViewOptionsView.swift,97,Text,Orden de las columnas,Orden de las columnas,no,
music-view-options-view.ordenar-por,studio/AuraStudio/Sources/AuraStudio/Views/MusicViewOptionsView.swift,54,Text,Ordenar por:,Ordenar por:,no,
music-view-options-view.restablecer,studio/AuraStudio/Sources/AuraStudio/Views/MusicViewOptionsView.swift,35,Button,Restablecer,Restablecer,no,
permissions-view.abrir-ajustes-sistema-privacidad-segurid,studio/AuraStudio/Sources/AuraStudio/Views/PermissionsView.swift,36,Button,Abrir Ajustes del Sistema (Privacidad y Seguridad),Abrir Ajustes del Sistema (Privacidad y Seguridad),no,
permissions-view.permisos-necesarios,studio/AuraStudio/Sources/AuraStudio/Views/PermissionsView.swift,15,Text,Permisos necesarios,Permisos necesarios,no,
photo-albums-view.dejarlo-vacio-disuelve-album-fotos-vuelv,studio/AuraStudio/Sources/AuraStudio/Views/PhotoAlbumsView.swift,563,Text,"Dejarlo vacío disuelve el álbum -- las fotos vuelven a ""Sin álbum"".","Dejarlo vacío disuelve el álbum -- las fotos vuelven a ""Sin álbum"".",no,
photo-albums-view.eliminar-biblioteca,studio/AuraStudio/Sources/AuraStudio/Views/PhotoAlbumsView.swift,534,Button,Eliminar de la biblioteca,Eliminar de la biblioteca,no,
photo-albums-view.eliminar-fotos-biblioteca,studio/AuraStudio/Sources/AuraStudio/Views/PhotoAlbumsView.swift,404,Button,Eliminar fotos de la biblioteca,Eliminar fotos de la biblioteca,no,
photo-albums-view.quitar-album,studio/AuraStudio/Sources/AuraStudio/Views/PhotoAlbumsView.swift,527,Button,Quitar del álbum,Quitar del álbum,no,
photo-albums-view.renombrar-album,studio/AuraStudio/Sources/AuraStudio/Views/PhotoAlbumsView.swift,394,Button,Renombrar álbum...,Renombrar álbum...,no,
photo-albums-view.renombrar-album-2,studio/AuraStudio/Sources/AuraStudio/Views/PhotoAlbumsView.swift,559,Text,Renombrar álbum,Renombrar álbum,no,
photo-albums-view.vista-previa,studio/AuraStudio/Sources/AuraStudio/Views/PhotoAlbumsView.swift,517,Button,Vista previa,Vista previa,no,
photo-settings-view.calidad-imagen,studio/AuraStudio/Sources/AuraStudio/Views/PhotoSettingsView.swift,13,Text,Calidad de imagen,Calidad de imagen,no,2
photo-settings-view.calidad-imagen,studio/AuraStudio/Sources/AuraStudio/Views/PhotoSettingsView.swift,14,Picker,Calidad de imagen,Calidad de imagen,no,2
photo-settings-view.optimizar-espacio-320px-recomendado,studio/AuraStudio/Sources/AuraStudio/Views/PhotoSettingsView.swift,15,Text,"Optimizar espacio (320px, recomendado)","Optimizar espacio (320px, recomendado)",no,
photo-settings-view.organizar-por-coleccion-biblioteca,studio/AuraStudio/Sources/AuraStudio/Views/PhotoSettingsView.swift,29,Toggle,Organizar por colección en la biblioteca,Organizar por colección en la biblioteca,no,
photo-settings-view.pantalla-ipod-es-320x240-foto-camara,studio/AuraStudio/Sources/AuraStudio/Views/PhotoSettingsView.swift,20,Text,"La pantalla del iPod es de 320x240 -- una foto de una cámara o teléfono actual pesa decenas de veces más de lo que esa pantalla puede mostrar. ""Optimizar espacio"" reduce cada foto a 320px de lado mayor, el ancho nativo de la pantalla. ""Versión HD"" la deja en 640px: se ve un poco más nítida al hacer zoom en el visor, a cambio de más espacio en el iPod. En ambos casos se guarda como JPEG comprimido, nunca la foto original completa.","La pantalla del iPod es de 320x240 -- una foto de una cámara o teléfono actual pesa decenas de veces más de lo que esa pantalla puede mostrar. ""Optimizar espacio"" reduce cada foto a 320px de lado mayor, el ancho nativo de la pantalla. ""Versión HD"" la deja en 640px: se ve un poco más nítida al hacer zoom en el visor, a cambio de más espacio en el iPod. En ambos casos se guarda como JPEG comprimido, nunca la foto original completa.",no,
photo-settings-view.separa-tus-fotos-colecciones-imagenes-fo,studio/AuraStudio/Sources/AuraStudio/Views/PhotoSettingsView.swift,30,Text,"Separa tus fotos en colecciones (Imágenes, Fotos e IA por defecto, editables abajo) para encontrarlas más fácil DENTRO de Aura Studio -- la colección se sugiere sola al importar, y se puede corregir a mano en Biblioteca → Fotos. Con este ajuste activo, cada colección es ademas una carpeta dentro de ""Imágenes"" en la carpeta local de la biblioteca (Finder). No cambia dónde quedan en el iPod: ahí siempre se copian juntas en ""Photos"", porque el visor del iPod todavía no navega por subcarpetas.","Separa tus fotos en colecciones (Imágenes, Fotos e IA por defecto, editables abajo) para encontrarlas más fácil DENTRO de Aura Studio -- la colección se sugiere sola al importar, y se puede corregir a mano en Biblioteca → Fotos. Con este ajuste activo, cada colección es ademas una carpeta dentro de ""Imágenes"" en la carpeta local de la biblioteca (Finder). No cambia dónde quedan en el iPod: ahí siempre se copian juntas en ""Photos"", porque el visor del iPod todavía no navega por subcarpetas.",no,
photo-settings-view.version-hd-640px,studio/AuraStudio/Sources/AuraStudio/Views/PhotoSettingsView.swift,16,Text,Versión HD (640px),Versión HD (640px),no,
playlists-view.borrar-playlist,studio/AuraStudio/Sources/AuraStudio/Views/PlaylistsView.swift,149,Label,Borrar playlist,Borrar playlist,no,
playlists-view.elegir-imagen,studio/AuraStudio/Sources/AuraStudio/Views/PlaylistsView.swift,200,Button,Elegir imagen...,Elegir imagen...,no,
playlists-view.elige-o-crea-playlist,studio/AuraStudio/Sources/AuraStudio/Views/PlaylistsView.swift,64,Text,Elige o crea una playlist,Elige o crea una playlist,no,
playlists-view.importar,studio/AuraStudio/Sources/AuraStudio/Views/PlaylistsView.swift,41,Button,Importar...,Importar...,no,
playlists-view.playlist,studio/AuraStudio/Sources/AuraStudio/Views/PlaylistsView.swift,207,Text,En la playlist (\(includedItems.count)),En la playlist (%lld),sí,
playlists-view.quitar-imagen,studio/AuraStudio/Sources/AuraStudio/Views/PlaylistsView.swift,202,Button,Quitar imagen,Quitar imagen,no,
privileged-action-sheet.si-cancelas,studio/AuraStudio/Sources/AuraStudio/Views/PrivilegedActionSheet.swift,24,Text,Si cancelas:,Si cancelas:,no,
restore-handoff-view.cerrar-aura-studio-abrir-finder,studio/AuraStudio/Sources/AuraStudio/Views/RestoreHandoffView.swift,32,Button,Cerrar Aura Studio y abrir Finder,Cerrar Aura Studio y abrir Finder,no,
restore-handoff-view.continua-finder,studio/AuraStudio/Sources/AuraStudio/Views/RestoreHandoffView.swift,16,Text,Continua en Finder,Continua en Finder,no,
restore-handoff-view.ipod-quedo-listo-se-quito-bootloader,studio/AuraStudio/Sources/AuraStudio/Views/RestoreHandoffView.swift,18,Text,"El iPod quedo listo: se quito el bootloader de Aura y el disco se preparo en el formato que Finder espera (Mac OS Plus con registro, mapa GUID).","El iPod quedo listo: se quito el bootloader de Aura y el disco se preparo en el formato que Finder espera (Mac OS Plus con registro, mapa GUID).",no,
series-view.series,studio/AuraStudio/Sources/AuraStudio/Views/SeriesView.swift,92,.navigationTitle,Series,Series,no,2
series-view.series,studio/AuraStudio/Sources/AuraStudio/Views/SeriesView.swift,332,Label,Series,Series,no,2
series-view.temporadas,studio/AuraStudio/Sources/AuraStudio/Views/SeriesView.swift,382,Text,"\(show.seasons.count == 1 ? ""1 temporada"" : ""\(show.seasons.count) temporadas""), \(episodeCountText(show))","%lld, %@",sí,
services-settings-view.activo,studio/AuraStudio/Sources/AuraStudio/Views/ServicesSettingsView.swift,217,Label,Activo,Activo,no,2
services-settings-view.activo,studio/AuraStudio/Sources/AuraStudio/Views/ServicesSettingsView.swift,253,Label,Activo,Activo,no,2
services-settings-view.activos-sin-configurar-nada,studio/AuraStudio/Sources/AuraStudio/Views/ServicesSettingsView.swift,37,Text,"Activos, sin configurar nada","Activos, sin configurar nada",no,
services-settings-view.caratula-alternativa-1000x1000-sin-key-e,studio/AuraStudio/Sources/AuraStudio/Views/ServicesSettingsView.swift,230,Text,"Caratula alternativa, 1000x1000. Sin key -- es la unica fuente cuyos terminos permiten explicitamente el uso no comercial.","Caratula alternativa, 1000x1000. Sin key -- es la unica fuente cuyos terminos permiten explicitamente el uso no comercial.",no,
services-settings-view.como-conseguir-key,studio/AuraStudio/Sources/AuraStudio/Views/ServicesSettingsView.swift,260,Label,Cómo conseguir la key,Cómo conseguir la key,no,
services-settings-view.cuando-cancion-le-falta-caratula-se,studio/AuraStudio/Sources/AuraStudio/Views/ServicesSettingsView.swift,70,Text,"Cuando a una canción le falta carátula, se prueban estos servicios en orden y se usa la primera imagen que aparezca.","Cuando a una canción le falta carátula, se prueban estos servicios en orden y se usa la primera imagen que aparezca.",no,
services-settings-view.deezer,studio/AuraStudio/Sources/AuraStudio/Views/ServicesSettingsView.swift,215,Text,Deezer,Deezer,no,
services-settings-view.descartadas-por-que,studio/AuraStudio/Sources/AuraStudio/Views/ServicesSettingsView.swift,158,Text,"Descartadas, y por que","Descartadas, y por que",no,
services-settings-view.opcionales,studio/AuraStudio/Sources/AuraStudio/Views/ServicesSettingsView.swift,129,Text,Opcionales,Opcionales,no,
